receipt_id,invoice_id,period,amount_cents
RCT-14-0176,INV-14-0176,2024-10,1755511
RCT-14-0177,INV-14-0177,2024-10,1755511
RCT-14-0178,INV-14-0178,2024-10,1755511
RCT-14-0179,INV-14-0179,2024-10,1755511
RCT-14-0180,INV-14-0180,2024-10,1755511
RCT-14-0181,INV-14-0181,2024-10,1755511
RCT-14-0182,INV-14-0182,2024-10,1755511
RCT-14-0183,INV-14-0183,2024-10,1755511
RCT-14-0184,INV-14-0184,2024-10,1755511
RCT-14-0185,INV-14-0185,2024-10,1755511
RCT-14-0186,INV-14-0186,2024-10,1755511
RCT-14-0187,INV-14-0187,2024-10,1755511
RCT-14-0188,INV-14-0188,2024-10,1755511
RCT-14-0189,INV-14-0189,2024-10,1755511
RCT-14-0190,INV-14-0190,2024-10,1755511
RCT-14-0191,INV-14-0191,2024-10,1755511
RCT-14-0192,INV-14-0192,2024-10,1755511
RCT-14-0193,INV-14-0193,2024-10,1755511
RCT-14-0194,INV-14-0194,2024-10,1755511
RCT-14-0195,INV-14-0195,2024-10,1755511
RCT-14-0196,INV-14-0196,2024-10,1755511
RCT-14-0197,INV-14-0197,2024-10,1755511
RCT-14-0198,INV-14-0198,2024-10,1755511
RCT-14-0199,INV-14-0199,2024-10,1755511
RCT-14-0200,INV-14-0200,2024-10,1755511
RCT-14-0201,INV-14-0201,2024-10,1755511
RCT-14-0202,INV-14-0202,2024-10,1755511
RCT-14-0203,INV-14-0203,2024-10,1755511
RCT-14-0204,INV-14-0204,2024-10,1755511
RCT-14-0205,INV-14-0205,2024-10,1755511
RCT-14-0206,INV-14-0206,2024-10,1755511
RCT-14-0207,INV-14-0207,2024-10,1755511
RCT-14-0208,INV-14-0208,2024-10,1755511
RCT-14-0209,INV-14-0209,2024-10,1755511
RCT-14-0210,INV-14-0210,2024-10,1755511
RCT-14-0211,INV-14-0211,2024-10,1755511
RCT-14-0212,INV-14-0212,2024-10,1755511
RCT-14-0213,INV-14-0213,2024-10,1755511
RCT-14-0214,INV-14-0214,2024-10,1755511
RCT-14-0215,INV-14-0215,2024-10,1755511
RCT-14-0216,INV-14-0216,2024-10,1755511
RCT-14-0217,INV-14-0217,2024-10,1755511
RCT-14-0218,INV-14-0218,2024-10,1755511
RCT-14-0219,INV-14-0219,2024-10,1755511
RCT-14-0220,INV-14-0220,2024-10,1755511
RCT-14-0221,INV-14-0221,2024-10,1755511
RCT-14-0222,INV-14-0222,2024-10,1755511
RCT-14-0223,INV-14-0223,2024-10,1755511
RCT-14-0224,INV-14-0224,2024-10,1755511
RCT-14-0225,INV-14-0225,2024-10,1755511
RCT-14-0226,INV-14-0226,2024-10,1755511
RCT-14-0227,INV-14-0227,2024-10,1755511
RCT-14-0228,INV-14-0228,2024-10,1755511
RCT-14-0229,INV-14-0229,2024-10,1755511
RCT-14-0230,INV-14-0230,2024-10,1755511
RCT-14-0231,INV-14-0231,2024-10,1755511
RCT-14-0232,INV-14-0232,2024-10,1755511
RCT-14-0233,INV-14-0233,2024-10,1755511
RCT-14-0234,INV-14-0234,2024-10,1755511
RCT-14-0235,INV-14-0235,2024-10,1755511
RCT-14-0236,INV-14-0236,2024-10,1755511
RCT-14-0237,INV-14-0237,2024-10,1755511
RCT-14-0238,INV-14-0238,2024-10,1755511
RCT-14-0239,INV-14-0239,2024-10,1755511
RCT-14-0240,INV-14-0240,2024-10,1755511
RCT-14-0241,INV-14-0241,2024-10,1755511
RCT-14-0242,INV-14-0242,2024-10,1755511
RCT-14-0243,INV-14-0243,2024-10,1755511
RCT-14-0244,INV-14-0244,2024-10,1755511
RCT-14-0245,INV-14-0245,2024-10,1755511
RCT-14-0246,INV-14-0246,2024-10,1755511
RCT-14-0247,INV-14-0247,2024-10,1755511
RCT-14-0248,INV-14-0248,2024-10,1755511
RCT-14-0249,INV-14-0249,2024-10,1755511
RCT-14-0250,INV-14-0250,2024-10,1755511
RCT-14-0251,INV-14-0251,2024-10,1755511
RCT-14-0252,INV-14-0252,2024-10,1755511
RCT-14-0253,INV-14-0253,2024-10,1755511
RCT-14-0254,INV-14-0254,2024-10,1755511
RCT-14-0255,INV-14-0255,2024-10,1755511
RCT-14-0256,INV-14-0256,2024-10,1755511
RCT-14-0257,INV-14-0257,2024-10,1755511
RCT-14-0258,INV-14-0258,2024-10,1755511
RCT-14-0259,INV-14-0259,2024-10,1755511
RCT-14-0260,INV-14-0260,2024-10,1755511
RCT-14-0261,INV-14-0261,2024-10,1755511
RCT-14-0262,INV-14-0262,2024-10,1755511
RCT-14-0263,INV-14-0263,2024-10,1755511
RCT-14-0264,INV-14-0264,2024-10,1755511
RCT-14-0265,INV-14-0265,2024-10,1755511
RCT-14-0266,INV-14-0266,2024-10,1755511
RCT-14-0267,INV-14-0267,2024-10,1755511
RCT-14-0268,INV-14-0268,2024-10,1755511
RCT-14-0269,INV-14-0269,2024-10,1755511
RCT-14-0270,INV-14-0270,2024-10,1755511
RCT-14-0271,INV-14-0271,2024-10,1755511
RCT-14-0272,INV-14-0272,2024-10,1755511
RCT-14-0273,INV-14-0273,2024-10,1755511
RCT-14-0274,INV-14-0274,2024-10,1755511
RCT-14-0275,INV-14-0275,2024-10,1755511
RCT-14-0276,INV-14-0276,2024-10,1755511
RCT-14-0277,INV-14-0277,2024-10,1755511
RCT-14-0278,INV-14-0278,2024-10,1755511
RCT-14-0279,INV-14-0279,2024-10,1755511
RCT-14-0280,INV-14-0280,2024-10,1755511
RCT-14-0281,INV-14-0281,2024-10,1755511
RCT-14-0282,INV-14-0282,2024-10,1755511
RCT-14-0283,INV-14-0283,2024-10,1755511
RCT-14-0284,INV-14-0284,2024-10,1755511
RCT-14-0285,INV-14-0285,2024-10,1755511
RCT-14-0286,INV-14-0286,2024-10,1755511
RCT-14-0287,INV-14-0287,2024-10,1755511
RCT-14-0288,INV-14-0288,2024-10,1755511
RCT-14-0289,INV-14-0289,2024-10,1755511
RCT-14-0290,INV-14-0290,2024-10,1755511
RCT-14-0291,INV-14-0291,2024-10,1755511
RCT-14-0292,INV-14-0292,2024-10,1755511
RCT-14-0293,INV-14-0293,2024-10,1755511
RCT-14-0294,INV-14-0294,2024-10,1755511
RCT-14-0295,INV-14-0295,2024-10,1755511
RCT-14-0296,INV-14-0296,2024-10,1755511
RCT-14-0297,INV-14-0297,2024-10,1755511
RCT-14-0298,INV-14-0298,2024-10,1755511
RCT-14-0299,INV-14-0299,2024-10,1755511
RCT-14-0300,INV-14-0300,2024-10,1755511
RCT-14-0301,INV-14-0301,2024-10,1755511
RCT-14-0302,INV-14-0302,2024-10,1755511
RCT-14-0303,INV-14-0303,2024-10,1755511
RCT-14-0304,INV-14-0304,2024-10,1755511
RCT-14-0305,INV-14-0305,2024-10,1755511
RCT-14-0306,INV-14-0306,2024-10,1755511
RCT-14-0307,INV-14-0307,2024-10,1755511
RCT-14-0308,INV-14-0308,2024-10,1755511
RCT-14-0309,INV-14-0309,2024-10,1755511
RCT-14-0310,INV-14-0310,2024-10,1755511
RCT-14-0311,INV-14-0311,2024-10,1755510
RCT-14-0312,INV-14-0312,2024-10,1755510
RCT-14-0313,INV-14-0313,2024-10,1755510
RCT-14-0314,INV-14-0314,2024-10,1755510
RCT-14-0315,INV-14-0315,2024-10,1755510
RCT-14-0316,INV-14-0316,2024-10,1755510
RCT-14-0317,INV-14-0317,2024-10,1755510
RCT-14-0318,INV-14-0318,2024-10,1755510
RCT-14-0319,INV-14-0319,2024-10,1755510
RCT-14-0320,INV-14-0320,2024-10,1755510
RCT-14-0321,INV-14-0321,2024-10,1755510
RCT-14-0322,INV-14-0322,2024-10,1755510
RCT-14-0323,INV-14-0323,2024-10,1755510
RCT-14-0324,INV-14-0324,2024-10,1755510
RCT-14-0325,INV-14-0325,2024-10,1755510
RCT-14-0326,INV-14-0326,2024-10,1755510
RCT-14-0327,INV-14-0327,2024-10,1755510
RCT-14-0328,INV-14-0328,2024-10,1755510
RCT-14-0329,INV-14-0329,2024-10,1755510
RCT-14-0330,INV-14-0330,2024-10,1755510
RCT-14-0331,INV-14-0331,2024-10,1755510
RCT-14-0332,INV-14-0332,2024-10,1755510
RCT-14-0333,INV-14-0333,2024-10,1755510
RCT-14-0334,INV-14-0334,2024-10,1755510
RCT-14-0335,INV-14-0335,2024-10,1755510
RCT-14-0336,INV-14-0336,2024-10,1755510
RCT-14-0337,INV-14-0337,2024-10,1755510
RCT-14-0338,INV-14-0338,2024-10,1755510
RCT-14-0339,INV-14-0339,2024-10,1755510
RCT-14-0340,INV-14-0340,2024-10,1755510
RCT-14-0341,INV-14-0341,2024-10,1755510
RCT-14-0342,INV-14-0342,2024-10,1755510
RCT-14-0343,INV-14-0343,2024-10,1755510
RCT-14-0344,INV-14-0344,2024-10,1755510
RCT-14-0345,INV-14-0345,2024-10,1755510
RCT-14-0346,INV-14-0346,2024-10,1755510
RCT-14-0347,INV-14-0347,2024-10,1755510
RCT-14-0348,INV-14-0348,2024-10,1755510
RCT-14-0349,INV-14-0349,2024-10,1755510
RCT-14-0350,INV-14-0350,2024-10,1755510
RCT-14-0351,INV-14-0351,2024-10,1755510
RCT-14-0352,INV-14-0352,2024-10,1755510
RCT-14-0353,INV-14-0353,2024-10,1755510
RCT-14-0354,INV-14-0354,2024-10,1755510
RCT-14-0355,INV-14-0355,2024-10,1755510
RCT-14-0356,INV-14-0356,2024-10,1755510
RCT-14-0357,INV-14-0357,2024-10,1755510
RCT-14-0358,INV-14-0358,2024-10,1755510
RCT-14-0359,INV-14-0359,2024-10,1755510
RCT-14-0360,INV-14-0360,2024-10,1755510
RCT-14-0361,INV-14-0361,2024-10,1755510
RCT-14-0362,INV-14-0362,2024-10,1755510
RCT-14-0363,INV-14-0363,2024-10,1755510
RCT-14-0364,INV-14-0364,2024-10,1755510
RCT-14-0365,INV-14-0365,2024-10,1755510
RCT-14-0366,INV-14-0366,2024-10,1755510
RCT-14-0367,INV-14-0367,2024-10,1755510
RCT-14-0368,INV-14-0368,2024-10,1755510
RCT-14-0369,INV-14-0369,2024-10,1755510
RCT-14-0370,INV-14-0370,2024-10,1755510
RCT-14-0371,INV-14-0371,2024-10,1755510
RCT-14-0372,INV-14-0372,2024-10,1755510
RCT-14-0373,INV-14-0373,2024-10,1755510
RCT-14-0374,INV-14-0374,2024-10,1755510
RCT-14-0375,INV-14-0375,2024-10,1755510
RCT-14-0376,INV-14-0376,2024-10,1755510
RCT-14-0377,INV-14-0377,2024-10,1755510
RCT-14-0378,INV-14-0378,2024-10,1755510
RCT-14-0379,INV-14-0379,2024-10,1755510
RCT-14-0380,INV-14-0380,2024-10,1755510
RCT-14-0381,INV-14-0381,2024-10,1755510
RCT-14-0382,INV-14-0382,2024-10,1755510
RCT-14-0383,INV-14-0383,2024-10,1755510
RCT-14-0384,INV-14-0384,2024-10,1755510
RCT-14-0385,INV-14-0385,2024-10,1755510
RCT-14-0386,INV-14-0386,2024-10,1755510
RCT-14-0387,INV-14-0387,2024-10,1755510
RCT-14-0388,INV-14-0388,2024-10,1755510
RCT-14-0389,INV-14-0389,2024-10,1755510
RCT-14-0390,INV-14-0390,2024-10,1755510
RCT-14-0391,INV-14-0391,2024-10,1755510
RCT-14-0392,INV-14-0392,2024-10,1755510
RCT-14-0393,INV-14-0393,2024-10,1755510
RCT-14-0394,INV-14-0394,2024-10,1755510
RCT-14-0395,INV-14-0395,2024-10,1755510
RCT-14-0396,INV-14-0396,2024-10,1755510
RCT-14-0397,INV-14-0397,2024-10,1755510
RCT-14-0398,INV-14-0398,2024-10,1755510
RCT-14-0399,INV-14-0399,2024-10,1755510
RCT-14-0400,INV-14-0400,2024-10,1755510
RCT-14-0401,INV-14-0401,2024-10,1755510
RCT-14-0402,INV-14-0402,2024-10,1755510
RCT-14-0403,INV-14-0403,2024-10,1755510
RCT-14-0404,INV-14-0404,2024-10,1755510
RCT-14-0405,INV-14-0405,2024-10,1755510
RCT-14-0406,INV-14-0406,2024-10,1755510
RCT-14-0407,INV-14-0407,2024-10,1755510
RCT-14-0408,INV-14-0408,2024-10,1755510
RCT-14-0409,INV-14-0409,2024-10,1755510
RCT-14-0410,INV-14-0410,2024-10,1755510
RCT-14-0411,INV-14-0411,2024-10,1755510
RCT-14-0412,INV-14-0412,2024-10,1755510
RCT-14-0413,INV-14-0413,2024-10,1755510
RCT-14-0414,INV-14-0414,2024-10,1755510
RCT-14-0415,INV-14-0415,2024-10,1755510
RCT-14-0416,INV-14-0416,2024-10,1755510
RCT-14-0417,INV-14-0417,2024-10,1755510
RCT-14-0418,INV-14-0418,2024-10,1755510
RCT-14-0419,INV-14-0419,2024-10,1755510
RCT-14-0420,INV-14-0420,2024-10,1755510
RCT-14-0421,INV-14-0421,2024-10,1755510
RCT-14-0422,INV-14-0422,2024-10,1755510
RCT-14-0423,INV-14-0423,2024-10,1755510
RCT-14-0424,INV-14-0424,2024-10,1755510
RCT-14-0425,INV-14-0425,2024-10,1755510
RCT-14-0426,INV-14-0426,2024-10,1755510
RCT-14-0427,INV-14-0427,2024-10,1755510
RCT-14-0428,INV-14-0428,2024-10,1755510
RCT-14-0429,INV-14-0429,2024-10,1755510
RCT-14-0430,INV-14-0430,2024-10,1755510
RCT-14-0431,INV-14-0431,2024-10,1755510
RCT-14-0432,INV-14-0432,2024-10,1755510
RCT-14-0433,INV-14-0433,2024-10,1755510
RCT-14-0434,INV-14-0434,2024-10,1755510
RCT-14-0435,INV-14-0435,2024-10,1755510
RCT-14-0436,INV-14-0436,2024-10,1755510
RCT-14-0437,INV-14-0437,2024-10,1755510
RCT-14-0438,INV-14-0438,2024-10,1755510
RCT-14-0439,INV-14-0439,2024-10,1755510
RCT-14-0440,INV-14-0440,2024-10,1755510
RCT-14-0441,INV-14-0441,2024-10,1755510
RCT-14-0442,INV-14-0442,2024-10,1755510
RCT-14-0443,INV-14-0443,2024-10,1755510
RCT-14-0444,INV-14-0444,2024-10,1755510
RCT-14-0445,INV-14-0445,2024-10,1755510
RCT-14-0446,INV-14-0446,2024-10,1755510
RCT-14-0447,INV-14-0447,2024-10,1755510
RCT-14-0448,INV-14-0448,2024-10,1755510
RCT-14-0449,INV-14-0449,2024-10,1755510
RCT-14-0450,INV-14-0450,2024-10,1755510
RCT-14-0451,INV-14-0451,2024-10,1755510
RCT-14-0452,INV-14-0452,2024-10,1755510
RCT-14-0453,INV-14-0453,2024-10,1755510
RCT-14-0454,INV-14-0454,2024-10,1755510
RCT-14-0455,INV-14-0455,2024-10,1755510
RCT-14-0456,INV-14-0456,2024-10,1755510
RCT-14-0457,INV-14-0457,2024-10,1755510
RCT-14-0458,INV-14-0458,2024-10,1755510
RCT-14-0459,INV-14-0459,2024-10,1755510
RCT-14-0460,INV-14-0460,2024-10,1755510
RCT-14-0461,INV-14-0461,2024-10,1755510
RCT-14-0462,INV-14-0462,2024-10,1755510
RCT-14-0463,INV-14-0463,2024-10,1755510
RCT-14-0464,INV-14-0464,2024-10,1755510
RCT-14-0465,INV-14-0465,2024-10,1755510
RCT-14-0466,INV-14-0466,2024-10,1755510
RCT-14-0467,INV-14-0467,2024-10,1755510
RCT-14-0468,INV-14-0468,2024-10,1755510
RCT-14-0469,INV-14-0469,2024-10,1755510
RCT-14-0470,INV-14-0470,2024-10,1755510
RCT-14-0471,INV-14-0471,2024-10,1755510
RCT-14-0472,INV-14-0472,2024-10,1755510
RCT-14-0473,INV-14-0473,2024-10,1755510
RCT-14-0474,INV-14-0474,2024-10,1755510
RCT-14-0475,INV-14-0475,2024-10,1755510
RCT-14-0476,INV-14-0476,2024-10,1755510
RCT-14-0477,INV-14-0477,2024-10,1755510
RCT-14-0478,INV-14-0478,2024-10,1755510
RCT-14-0479,INV-14-0479,2024-10,1755510
RCT-14-0480,INV-14-0480,2024-10,1755510
RCT-14-0481,INV-14-0481,2024-10,1755510
RCT-14-0482,INV-14-0482,2024-10,1755510
RCT-14-0483,INV-14-0483,2024-10,1755510
RCT-14-0484,INV-14-0484,2024-10,1755510
RCT-14-0485,INV-14-0485,2024-10,1755510
RCT-14-0486,INV-14-0486,2024-10,1755510
RCT-14-0487,INV-14-0487,2024-10,1755510
RCT-14-0488,INV-14-0488,2024-10,1755510
RCT-14-0489,INV-14-0489,2024-10,1755510
RCT-14-0490,INV-14-0490,2024-10,1755510
RCT-14-0491,INV-14-0491,2024-10,1755510
RCT-14-0492,INV-14-0492,2024-10,1755510
RCT-14-0493,INV-14-0493,2024-10,1755510
RCT-14-0494,INV-14-0494,2024-10,1755510
RCT-14-0495,INV-14-0495,2024-10,1755510
RCT-14-0496,INV-14-0496,2024-10,1755510
RCT-14-0497,INV-14-0497,2024-10,1755510
RCT-14-0498,INV-14-0498,2024-10,1755510
RCT-14-0499,INV-14-0499,2024-10,1755510
RCT-14-0500,INV-14-0500,2024-10,1755510
RCT-14-SVC,INV-14-SVC,2024-10,133833333
RCT-15-0001,INV-15-0001,2024-11,222000000
RCT-15-0002,INV-15-0002,2024-11,1779559
RCT-15-0003,INV-15-0003,2024-11,1779559
RCT-15-0004,INV-15-0004,2024-11,1779559
RCT-15-0005,INV-15-0005,2024-11,1779559
RCT-15-0006,INV-15-0006,2024-11,1779559
RCT-15-0007,INV-15-0007,2024-11,1779559
RCT-15-0008,INV-15-0008,2024-11,1779559
RCT-15-0009,INV-15-0009,2024-11,1779559
RCT-15-0010,INV-15-0010,2024-11,1779559
RCT-15-0011,INV-15-0011,2024-11,1779559
RCT-15-0012,INV-15-0012,2024-11,1779559
RCT-15-0013,INV-15-0013,2024-11,1779559
RCT-15-0014,INV-15-0014,2024-11,1779559
RCT-15-0015,INV-15-0015,2024-11,1779559
RCT-15-0016,INV-15-0016,2024-11,1779559
RCT-15-0017,INV-15-0017,2024-11,1779559
RCT-15-0018,INV-15-0018,2024-11,1779559
RCT-15-0019,INV-15-0019,2024-11,1779559
RCT-15-0020,INV-15-0020,2024-11,1779559
RCT-15-0021,INV-15-0021,2024-11,1779559
RCT-15-0022,INV-15-0022,2024-11,1779559
RCT-15-0023,INV-15-0023,2024-11,1779559
RCT-15-0024,INV-15-0024,2024-11,1779559
RCT-15-0025,INV-15-0025,2024-11,1779559
RCT-15-0026,INV-15-0026,2024-11,1779559
RCT-15-0027,INV-15-0027,2024-11,1779559
RCT-15-0028,INV-15-0028,2024-11,1779559
RCT-15-0029,INV-15-0029,2024-11,1779559
RCT-15-0030,INV-15-0030,2024-11,1779559
RCT-15-0031,INV-15-0031,2024-11,1779559
RCT-15-0032,INV-15-0032,2024-11,1779559
RCT-15-0033,INV-15-0033,2024-11,1779559
RCT-15-0034,INV-15-0034,2024-11,1779559
RCT-15-0035,INV-15-0035,2024-11,1779559
RCT-15-0036,INV-15-0036,2024-11,1779559
RCT-15-0037,INV-15-0037,2024-11,1779559
RCT-15-0038,INV-15-0038,2024-11,1779559
RCT-15-0039,INV-15-0039,2024-11,1779559
RCT-15-0040,INV-15-0040,2024-11,1779559
RCT-15-0041,INV-15-0041,2024-11,1779559
RCT-15-0042,INV-15-0042,2024-11,1779559
RCT-15-0043,INV-15-0043,2024-11,1779559
RCT-15-0044,INV-15-0044,2024-11,1779559
RCT-15-0045,INV-15-0045,2024-11,1779559
RCT-15-0046,INV-15-0046,2024-11,1779559
RCT-15-0047,INV-15-0047,2024-11,1779559
RCT-15-0048,INV-15-0048,2024-11,1779559
RCT-15-0049,INV-15-0049,2024-11,1779559
RCT-15-0050,INV-15-0050,2024-11,1779559
RCT-15-0051,INV-15-0051,2024-11,1779559
RCT-15-0052,INV-15-0052,2024-11,1779559
RCT-15-0053,INV-15-0053,2024-11,1779559
RCT-15-0054,INV-15-0054,2024-11,1779559
RCT-15-0055,INV-15-0055,2024-11,1779559
RCT-15-0056,INV-15-0056,2024-11,1779559
RCT-15-0057,INV-15-0057,2024-11,1779559
RCT-15-0058,INV-15-0058,2024-11,1779559
RCT-15-0059,INV-15-0059,2024-11,1779559
RCT-15-0060,INV-15-0060,2024-11,1779559
RCT-15-0061,INV-15-0061,2024-11,1779559
RCT-15-0062,INV-15-0062,2024-11,1779559
RCT-15-0063,INV-15-0063,2024-11,1779559
RCT-15-0064,INV-15-0064,2024-11,1779559
RCT-15-0065,INV-15-0065,2024-11,1779559
RCT-15-0066,INV-15-0066,2024-11,1779559
RCT-15-0067,INV-15-0067,2024-11,1779559
RCT-15-0068,INV-15-0068,2024-11,1779559
RCT-15-0069,INV-15-0069,2024-11,1779559
RCT-15-0070,INV-15-0070,2024-11,1779559
RCT-15-0071,INV-15-0071,2024-11,1779559
RCT-15-0072,INV-15-0072,2024-11,1779559
RCT-15-0073,INV-15-0073,2024-11,1779559
RCT-15-0074,INV-15-0074,2024-11,1779559
RCT-15-0075,INV-15-0075,2024-11,1779559
RCT-15-0076,INV-15-0076,2024-11,1779559
RCT-15-0077,INV-15-0077,2024-11,1779559
RCT-15-0078,INV-15-0078,2024-11,1779559
RCT-15-0079,INV-15-0079,2024-11,1779559
RCT-15-0080,INV-15-0080,2024-11,1779559
RCT-15-0081,INV-15-0081,2024-11,1779559
RCT-15-0082,INV-15-0082,2024-11,1779559
RCT-15-0083,INV-15-0083,2024-11,1779559
RCT-15-0084,INV-15-0084,2024-11,1779559
RCT-15-0085,INV-15-0085,2024-11,1779559
RCT-15-0086,INV-15-0086,2024-11,1779559
RCT-15-0087,INV-15-0087,2024-11,1779559
RCT-15-0088,INV-15-0088,2024-11,1779559
RCT-15-0089,INV-15-0089,2024-11,1779559
RCT-15-0090,INV-15-0090,2024-11,1779559
RCT-15-0091,INV-15-0091,2024-11,1779559
RCT-15-0092,INV-15-0092,2024-11,1779559
RCT-15-0093,INV-15-0093,2024-11,1779559
RCT-15-0094,INV-15-0094,2024-11,1779559
RCT-15-0095,INV-15-0095,2024-11,1779559
RCT-15-0096,INV-15-0096,2024-11,1779559
RCT-15-0097,INV-15-0097,2024-11,1779559
RCT-15-0098,INV-15-0098,2024-11,1779559
RCT-15-0099,INV-15-0099,2024-11,1779559
RCT-15-0100,INV-15-0100,2024-11,1779559
RCT-15-0101,INV-15-0101,2024-11,1779559
RCT-15-0102,INV-15-0102,2024-11,1779559
RCT-15-0103,INV-15-0103,2024-11,1779559
RCT-15-0104,INV-15-0104,2024-11,1779559
RCT-15-0105,INV-15-0105,2024-11,1779559
RCT-15-0106,INV-15-0106,2024-11,1779559
RCT-15-0107,INV-15-0107,2024-11,1779559
RCT-15-0108,INV-15-0108,2024-11,1779559
RCT-15-0109,INV-15-0109,2024-11,1779559
RCT-15-0110,INV-15-0110,2024-11,1779559
RCT-15-0111,INV-15-0111,2024-11,1779559
RCT-15-0112,INV-15-0112,2024-11,1779559
RCT-15-0113,INV-15-0113,2024-11,1779559
RCT-15-0114,INV-15-0114,2024-11,1779559
RCT-15-0115,INV-15-0115,2024-11,1779559
RCT-15-0116,INV-15-0116,2024-11,1779559
RCT-15-0117,INV-15-0117,2024-11,1779559
RCT-15-0118,INV-15-0118,2024-11,1779559
RCT-15-0119,INV-15-0119,2024-11,1779559
RCT-15-0120,INV-15-0120,2024-11,1779559
RCT-15-0121,INV-15-0121,2024-11,1779559
RCT-15-0122,INV-15-0122,2024-11,1779559
RCT-15-0123,INV-15-0123,2024-11,1779559
RCT-15-0124,INV-15-0124,2024-11,1779559
RCT-15-0125,INV-15-0125,2024-11,1779559
RCT-15-0126,INV-15-0126,2024-11,1779559
RCT-15-0127,INV-15-0127,2024-11,1779559
RCT-15-0128,INV-15-0128,2024-11,1779559
RCT-15-0129,INV-15-0129,2024-11,1779559
RCT-15-0130,INV-15-0130,2024-11,1779559
RCT-15-0131,INV-15-0131,2024-11,1779559
RCT-15-0132,INV-15-0132,2024-11,1779559
RCT-15-0133,INV-15-0133,2024-11,1779559
RCT-15-0134,INV-15-0134,2024-11,1779559
RCT-15-0135,INV-15-0135,2024-11,1779559
RCT-15-0136,INV-15-0136,2024-11,1779559
RCT-15-0137,INV-15-0137,2024-11,1779559
RCT-15-0138,INV-15-0138,2024-11,1779559
RCT-15-0139,INV-15-0139,2024-11,1779559
RCT-15-0140,INV-15-0140,2024-11,1779559
RCT-15-0141,INV-15-0141,2024-11,1779559
RCT-15-0142,INV-15-0142,2024-11,1779559
RCT-15-0143,INV-15-0143,2024-11,1779559
RCT-15-0144,INV-15-0144,2024-11,1779559
RCT-15-0145,INV-15-0145,2024-11,1779559
RCT-15-0146,INV-15-0146,2024-11,1779559
RCT-15-0147,INV-15-0147,2024-11,1779559
RCT-15-0148,INV-15-0148,2024-11,1779559
RCT-15-0149,INV-15-0149,2024-11,1779559
RCT-15-0150,INV-15-0150,2024-11,1779559
RCT-15-0151,INV-15-0151,2024-11,1779559
RCT-15-0152,INV-15-0152,2024-11,1779559
RCT-15-0153,INV-15-0153,2024-11,1779559
RCT-15-0154,INV-15-0154,2024-11,1779559
RCT-15-0155,INV-15-0155,2024-11,1779559
RCT-15-0156,INV-15-0156,2024-11,1779559
RCT-15-0157,INV-15-0157,2024-11,1779559
RCT-15-0158,INV-15-0158,2024-11,1779559
RCT-15-0159,INV-15-0159,2024-11,1779559
RCT-15-0160,INV-15-0160,2024-11,1779559
RCT-15-0161,INV-15-0161,2024-11,1779559
RCT-15-0162,INV-15-0162,2024-11,1779559
RCT-15-0163,INV-15-0163,2024-11,1779559
RCT-15-0164,INV-15-0164,2024-11,1779559
RCT-15-0165,INV-15-0165,2024-11,1779559
RCT-15-0166,INV-15-0166,2024-11,1779559
RCT-15-0167,INV-15-0167,2024-11,1779559
RCT-15-0168,INV-15-0168,2024-11,1779559
RCT-15-0169,INV-15-0169,2024-11,1779559
RCT-15-0170,INV-15-0170,2024-11,1779559
RCT-15-0171,INV-15-0171,2024-11,1779559
RCT-15-0172,INV-15-0172,2024-11,1779559
RCT-15-0173,INV-15-0173,2024-11,1779559
RCT-15-0174,INV-15-0174,2024-11,1779559
RCT-15-0175,INV-15-0175,2024-11,1779559
RCT-15-0176,INV-15-0176,2024-11,1779559
RCT-15-0177,INV-15-0177,2024-11,1779559
RCT-15-0178,INV-15-0178,2024-11,1779559
RCT-15-0179,INV-15-0179,2024-11,1779559
RCT-15-0180,INV-15-0180,2024-11,1779559
RCT-15-0181,INV-15-0181,2024-11,1779559
RCT-15-0182,INV-15-0182,2024-11,1779559
RCT-15-0183,INV-15-0183,2024-11,1779559
RCT-15-0184,INV-15-0184,2024-11,1779559
RCT-15-0185,INV-15-0185,2024-11,1779559
RCT-15-0186,INV-15-0186,2024-11,1779559
RCT-15-0187,INV-15-0187,2024-11,1779559
RCT-15-0188,INV-15-0188,2024-11,1779559
RCT-15-0189,INV-15-0189,2024-11,1779559
RCT-15-0190,INV-15-0190,2024-11,1779559
RCT-15-0191,INV-15-0191,2024-11,1779559
RCT-15-0192,INV-15-0192,2024-11,1779559
RCT-15-0193,INV-15-0193,2024-11,1779559
RCT-15-0194,INV-15-0194,2024-11,1779559
RCT-15-0195,INV-15-0195,2024-11,1779559
RCT-15-0196,INV-15-0196,2024-11,1779559
RCT-15-0197,INV-15-0197,2024-11,1779559
RCT-15-0198,INV-15-0198,2024-11,1779559
RCT-15-0199,INV-15-0199,2024-11,1779559
RCT-15-0200,INV-15-0200,2024-11,1779559
RCT-15-0201,INV-15-0201,2024-11,1779559
RCT-15-0202,INV-15-0202,2024-11,1779559
RCT-15-0203,INV-15-0203,2024-11,1779559
RCT-15-0204,INV-15-0204,2024-11,1779559
RCT-15-0205,INV-15-0205,2024-11,1779559
RCT-15-0206,INV-15-0206,2024-11,1779559
RCT-15-0207,INV-15-0207,2024-11,1779559
RCT-15-0208,INV-15-0208,2024-11,1779559
RCT-15-0209,INV-15-0209,2024-11,1779559
RCT-15-0210,INV-15-0210,2024-11,1779559
RCT-15-0211,INV-15-0211,2024-11,1779559
