journal_id,period,reference,account,signed_cents
JRN-029699,2025-04,COST-INV-20-0368,cash,-1139879
JRN-029700,2025-04,INV-20-0369,ar,1899799
JRN-029700,2025-04,INV-20-0369,revenue,-1899799
JRN-029701,2025-04,INV-20-0369,cash,1899799
JRN-029701,2025-04,INV-20-0369,ar,-1899799
JRN-029702,2025-04,COST-INV-20-0369,cogs,1139879
JRN-029702,2025-04,COST-INV-20-0369,cash,-1139879
JRN-029703,2025-04,INV-20-0370,ar,1899799
JRN-029703,2025-04,INV-20-0370,revenue,-1899799
JRN-029704,2025-04,INV-20-0370,cash,1899799
JRN-029704,2025-04,INV-20-0370,ar,-1899799
JRN-029705,2025-04,COST-INV-20-0370,cogs,1139879
JRN-029705,2025-04,COST-INV-20-0370,cash,-1139879
JRN-029706,2025-04,INV-20-0371,ar,1899799
JRN-029706,2025-04,INV-20-0371,revenue,-1899799
JRN-029707,2025-04,INV-20-0371,cash,1899799
JRN-029707,2025-04,INV-20-0371,ar,-1899799
JRN-029708,2025-04,COST-INV-20-0371,cogs,1139879
JRN-029708,2025-04,COST-INV-20-0371,cash,-1139879
JRN-029709,2025-04,INV-20-0372,ar,1899799
JRN-029709,2025-04,INV-20-0372,revenue,-1899799
JRN-029710,2025-04,INV-20-0372,cash,1899799
JRN-029710,2025-04,INV-20-0372,ar,-1899799
JRN-029711,2025-04,COST-INV-20-0372,cogs,1139879
JRN-029711,2025-04,COST-INV-20-0372,cash,-1139879
JRN-029712,2025-04,INV-20-0373,ar,1899799
JRN-029712,2025-04,INV-20-0373,revenue,-1899799
JRN-029713,2025-04,INV-20-0373,cash,1899799
JRN-029713,2025-04,INV-20-0373,ar,-1899799
JRN-029714,2025-04,COST-INV-20-0373,cogs,1139879
JRN-029714,2025-04,COST-INV-20-0373,cash,-1139879
JRN-029715,2025-04,INV-20-0374,ar,1899799
JRN-029715,2025-04,INV-20-0374,revenue,-1899799
JRN-029716,2025-04,INV-20-0374,cash,1899799
JRN-029716,2025-04,INV-20-0374,ar,-1899799
JRN-029717,2025-04,COST-INV-20-0374,cogs,1139879
JRN-029717,2025-04,COST-INV-20-0374,cash,-1139879
JRN-029718,2025-04,INV-20-0375,ar,1899799
JRN-029718,2025-04,INV-20-0375,revenue,-1899799
JRN-029719,2025-04,INV-20-0375,cash,1899799
JRN-029719,2025-04,INV-20-0375,ar,-1899799
JRN-029720,2025-04,COST-INV-20-0375,cogs,1139879
JRN-029720,2025-04,COST-INV-20-0375,cash,-1139879
JRN-029721,2025-04,INV-20-0376,ar,1899799
JRN-029721,2025-04,INV-20-0376,revenue,-1899799
JRN-029722,2025-04,INV-20-0376,cash,1899799
JRN-029722,2025-04,INV-20-0376,ar,-1899799
JRN-029723,2025-04,COST-INV-20-0376,cogs,1139879
JRN-029723,2025-04,COST-INV-20-0376,cash,-1139879
JRN-029724,2025-04,INV-20-0377,ar,1899799
JRN-029724,2025-04,INV-20-0377,revenue,-1899799
JRN-029725,2025-04,INV-20-0377,cash,1899799
JRN-029725,2025-04,INV-20-0377,ar,-1899799
JRN-029726,2025-04,COST-INV-20-0377,cogs,1139879
JRN-029726,2025-04,COST-INV-20-0377,cash,-1139879
JRN-029727,2025-04,INV-20-0378,ar,1899799
JRN-029727,2025-04,INV-20-0378,revenue,-1899799
JRN-029728,2025-04,INV-20-0378,cash,1899799
JRN-029728,2025-04,INV-20-0378,ar,-1899799
JRN-029729,2025-04,COST-INV-20-0378,cogs,1139879
JRN-029729,2025-04,COST-INV-20-0378,cash,-1139879
JRN-029730,2025-04,INV-20-0379,ar,1899799
JRN-029730,2025-04,INV-20-0379,revenue,-1899799
JRN-029731,2025-04,INV-20-0379,cash,1899799
JRN-029731,2025-04,INV-20-0379,ar,-1899799
JRN-029732,2025-04,COST-INV-20-0379,cogs,1139879
JRN-029732,2025-04,COST-INV-20-0379,cash,-1139879
JRN-029733,2025-04,INV-20-0380,ar,1899799
JRN-029733,2025-04,INV-20-0380,revenue,-1899799
JRN-029734,2025-04,INV-20-0380,cash,1899799
JRN-029734,2025-04,INV-20-0380,ar,-1899799
JRN-029735,2025-04,COST-INV-20-0380,cogs,1139879
JRN-029735,2025-04,COST-INV-20-0380,cash,-1139879
JRN-029736,2025-04,INV-20-0381,ar,1899799
JRN-029736,2025-04,INV-20-0381,revenue,-1899799
JRN-029737,2025-04,INV-20-0381,cash,1899799
JRN-029737,2025-04,INV-20-0381,ar,-1899799
JRN-029738,2025-04,COST-INV-20-0381,cogs,1139879
JRN-029738,2025-04,COST-INV-20-0381,cash,-1139879
JRN-029739,2025-04,INV-20-0382,ar,1899799
JRN-029739,2025-04,INV-20-0382,revenue,-1899799
JRN-029740,2025-04,INV-20-0382,cash,1899799
JRN-029740,2025-04,INV-20-0382,ar,-1899799
JRN-029741,2025-04,COST-INV-20-0382,cogs,1139879
JRN-029741,2025-04,COST-INV-20-0382,cash,-1139879
JRN-029742,2025-04,INV-20-0383,ar,1899799
JRN-029742,2025-04,INV-20-0383,revenue,-1899799
JRN-029743,2025-04,INV-20-0383,cash,1899799
JRN-029743,2025-04,INV-20-0383,ar,-1899799
JRN-029744,2025-04,COST-INV-20-0383,cogs,1139879
JRN-029744,2025-04,COST-INV-20-0383,cash,-1139879
JRN-029745,2025-04,INV-20-0384,ar,1899799
JRN-029745,2025-04,INV-20-0384,revenue,-1899799
JRN-029746,2025-04,INV-20-0384,cash,1899799
JRN-029746,2025-04,INV-20-0384,ar,-1899799
JRN-029747,2025-04,COST-INV-20-0384,cogs,1139879
JRN-029747,2025-04,COST-INV-20-0384,cash,-1139879
JRN-029748,2025-04,INV-20-0385,ar,1899799
JRN-029748,2025-04,INV-20-0385,revenue,-1899799
JRN-029749,2025-04,INV-20-0385,cash,1899799
JRN-029749,2025-04,INV-20-0385,ar,-1899799
JRN-029750,2025-04,COST-INV-20-0385,cogs,1139879
JRN-029750,2025-04,COST-INV-20-0385,cash,-1139879
JRN-029751,2025-04,INV-20-0386,ar,1899799
JRN-029751,2025-04,INV-20-0386,revenue,-1899799
JRN-029752,2025-04,INV-20-0386,cash,1899799
JRN-029752,2025-04,INV-20-0386,ar,-1899799
JRN-029753,2025-04,COST-INV-20-0386,cogs,1139879
JRN-029753,2025-04,COST-INV-20-0386,cash,-1139879
JRN-029754,2025-04,INV-20-0387,ar,1899799
JRN-029754,2025-04,INV-20-0387,revenue,-1899799
JRN-029755,2025-04,INV-20-0387,cash,1899799
JRN-029755,2025-04,INV-20-0387,ar,-1899799
JRN-029756,2025-04,COST-INV-20-0387,cogs,1139879
JRN-029756,2025-04,COST-INV-20-0387,cash,-1139879
JRN-029757,2025-04,INV-20-0388,ar,1899799
JRN-029757,2025-04,INV-20-0388,revenue,-1899799
JRN-029758,2025-04,INV-20-0388,cash,1899799
JRN-029758,2025-04,INV-20-0388,ar,-1899799
JRN-029759,2025-04,COST-INV-20-0388,cogs,1139879
JRN-029759,2025-04,COST-INV-20-0388,cash,-1139879
JRN-029760,2025-04,INV-20-0389,ar,1899799
JRN-029760,2025-04,INV-20-0389,revenue,-1899799
JRN-029761,2025-04,INV-20-0389,cash,1899799
JRN-029761,2025-04,INV-20-0389,ar,-1899799
JRN-029762,2025-04,COST-INV-20-0389,cogs,1139879
JRN-029762,2025-04,COST-INV-20-0389,cash,-1139879
JRN-029763,2025-04,INV-20-0390,ar,1899799
JRN-029763,2025-04,INV-20-0390,revenue,-1899799
JRN-029764,2025-04,INV-20-0390,cash,1899799
JRN-029764,2025-04,INV-20-0390,ar,-1899799
JRN-029765,2025-04,COST-INV-20-0390,cogs,1139879
JRN-029765,2025-04,COST-INV-20-0390,cash,-1139879
JRN-029766,2025-04,INV-20-0391,ar,1899799
JRN-029766,2025-04,INV-20-0391,revenue,-1899799
JRN-029767,2025-04,INV-20-0391,cash,1899799
JRN-029767,2025-04,INV-20-0391,ar,-1899799
JRN-029768,2025-04,COST-INV-20-0391,cogs,1139879
JRN-029768,2025-04,COST-INV-20-0391,cash,-1139879
JRN-029769,2025-04,INV-20-0392,ar,1899799
JRN-029769,2025-04,INV-20-0392,revenue,-1899799
JRN-029770,2025-04,INV-20-0392,cash,1899799
JRN-029770,2025-04,INV-20-0392,ar,-1899799
JRN-029771,2025-04,COST-INV-20-0392,cogs,1139879
JRN-029771,2025-04,COST-INV-20-0392,cash,-1139879
JRN-029772,2025-04,INV-20-0393,ar,1899799
JRN-029772,2025-04,INV-20-0393,revenue,-1899799
JRN-029773,2025-04,INV-20-0393,cash,1899799
JRN-029773,2025-04,INV-20-0393,ar,-1899799
JRN-029774,2025-04,COST-INV-20-0393,cogs,1139879
JRN-029774,2025-04,COST-INV-20-0393,cash,-1139879
JRN-029775,2025-04,INV-20-0394,ar,1899799
JRN-029775,2025-04,INV-20-0394,revenue,-1899799
JRN-029776,2025-04,INV-20-0394,cash,1899799
JRN-029776,2025-04,INV-20-0394,ar,-1899799
JRN-029777,2025-04,COST-INV-20-0394,cogs,1139879
JRN-029777,2025-04,COST-INV-20-0394,cash,-1139879
JRN-029778,2025-04,INV-20-0395,ar,1899799
JRN-029778,2025-04,INV-20-0395,revenue,-1899799
JRN-029779,2025-04,INV-20-0395,cash,1899799
JRN-029779,2025-04,INV-20-0395,ar,-1899799
JRN-029780,2025-04,COST-INV-20-0395,cogs,1139879
JRN-029780,2025-04,COST-INV-20-0395,cash,-1139879
JRN-029781,2025-04,INV-20-0396,ar,1899799
JRN-029781,2025-04,INV-20-0396,revenue,-1899799
JRN-029782,2025-04,INV-20-0396,cash,1899799
JRN-029782,2025-04,INV-20-0396,ar,-1899799
JRN-029783,2025-04,COST-INV-20-0396,cogs,1139879
JRN-029783,2025-04,COST-INV-20-0396,cash,-1139879
JRN-029784,2025-04,INV-20-0397,ar,1899799
JRN-029784,2025-04,INV-20-0397,revenue,-1899799
JRN-029785,2025-04,INV-20-0397,cash,1899799
JRN-029785,2025-04,INV-20-0397,ar,-1899799
JRN-029786,2025-04,COST-INV-20-0397,cogs,1139879
JRN-029786,2025-04,COST-INV-20-0397,cash,-1139879
JRN-029787,2025-04,INV-20-0398,ar,1899799
JRN-029787,2025-04,INV-20-0398,revenue,-1899799
JRN-029788,2025-04,INV-20-0398,cash,1899799
JRN-029788,2025-04,INV-20-0398,ar,-1899799
JRN-029789,2025-04,COST-INV-20-0398,cogs,1139879
JRN-029789,2025-04,COST-INV-20-0398,cash,-1139879
JRN-029790,2025-04,INV-20-0399,ar,1899799
JRN-029790,2025-04,INV-20-0399,revenue,-1899799
JRN-029791,2025-04,INV-20-0399,cash,1899799
JRN-029791,2025-04,INV-20-0399,ar,-1899799
JRN-029792,2025-04,COST-INV-20-0399,cogs,1139879
JRN-029792,2025-04,COST-INV-20-0399,cash,-1139879
JRN-029793,2025-04,INV-20-0400,ar,1899799
JRN-029793,2025-04,INV-20-0400,revenue,-1899799
JRN-029794,2025-04,INV-20-0400,cash,1899799
JRN-029794,2025-04,INV-20-0400,ar,-1899799
JRN-029795,2025-04,COST-INV-20-0400,cogs,1139879
JRN-029795,2025-04,COST-INV-20-0400,cash,-1139879
JRN-029796,2025-04,INV-20-0401,ar,1899799
JRN-029796,2025-04,INV-20-0401,revenue,-1899799
JRN-029797,2025-04,INV-20-0401,cash,1899799
JRN-029797,2025-04,INV-20-0401,ar,-1899799
JRN-029798,2025-04,COST-INV-20-0401,cogs,1139879
JRN-029798,2025-04,COST-INV-20-0401,cash,-1139879
JRN-029799,2025-04,INV-20-0402,ar,1899799
JRN-029799,2025-04,INV-20-0402,revenue,-1899799
JRN-029800,2025-04,INV-20-0402,cash,1899799
JRN-029800,2025-04,INV-20-0402,ar,-1899799
JRN-029801,2025-04,COST-INV-20-0402,cogs,1139879
JRN-029801,2025-04,COST-INV-20-0402,cash,-1139879
JRN-029802,2025-04,INV-20-0403,ar,1899799
JRN-029802,2025-04,INV-20-0403,revenue,-1899799
JRN-029803,2025-04,INV-20-0403,cash,1899799
JRN-029803,2025-04,INV-20-0403,ar,-1899799
JRN-029804,2025-04,COST-INV-20-0403,cogs,1139879
JRN-029804,2025-04,COST-INV-20-0403,cash,-1139879
JRN-029805,2025-04,INV-20-0404,ar,1899799
JRN-029805,2025-04,INV-20-0404,revenue,-1899799
JRN-029806,2025-04,INV-20-0404,cash,1899799
JRN-029806,2025-04,INV-20-0404,ar,-1899799
JRN-029807,2025-04,COST-INV-20-0404,cogs,1139879
JRN-029807,2025-04,COST-INV-20-0404,cash,-1139879
JRN-029808,2025-04,INV-20-0405,ar,1899799
JRN-029808,2025-04,INV-20-0405,revenue,-1899799
JRN-029809,2025-04,INV-20-0405,cash,1899799
JRN-029809,2025-04,INV-20-0405,ar,-1899799
JRN-029810,2025-04,COST-INV-20-0405,cogs,1139879
JRN-029810,2025-04,COST-INV-20-0405,cash,-1139879
JRN-029811,2025-04,INV-20-0406,ar,1899799
JRN-029811,2025-04,INV-20-0406,revenue,-1899799
JRN-029812,2025-04,INV-20-0406,cash,1899799
JRN-029812,2025-04,INV-20-0406,ar,-1899799
JRN-029813,2025-04,COST-INV-20-0406,cogs,1139879
JRN-029813,2025-04,COST-INV-20-0406,cash,-1139879
JRN-029814,2025-04,INV-20-0407,ar,1899799
JRN-029814,2025-04,INV-20-0407,revenue,-1899799
JRN-029815,2025-04,INV-20-0407,cash,1899799
JRN-029815,2025-04,INV-20-0407,ar,-1899799
JRN-029816,2025-04,COST-INV-20-0407,cogs,1139879
JRN-029816,2025-04,COST-INV-20-0407,cash,-1139879
JRN-029817,2025-04,INV-20-0408,ar,1899799
JRN-029817,2025-04,INV-20-0408,revenue,-1899799
JRN-029818,2025-04,INV-20-0408,cash,1899799
JRN-029818,2025-04,INV-20-0408,ar,-1899799
JRN-029819,2025-04,COST-INV-20-0408,cogs,1139879
JRN-029819,2025-04,COST-INV-20-0408,cash,-1139879
JRN-029820,2025-04,INV-20-0409,ar,1899799
JRN-029820,2025-04,INV-20-0409,revenue,-1899799
JRN-029821,2025-04,INV-20-0409,cash,1899799
JRN-029821,2025-04,INV-20-0409,ar,-1899799
JRN-029822,2025-04,COST-INV-20-0409,cogs,1139879
JRN-029822,2025-04,COST-INV-20-0409,cash,-1139879
JRN-029823,2025-04,INV-20-0410,ar,1899799
JRN-029823,2025-04,INV-20-0410,revenue,-1899799
JRN-029824,2025-04,INV-20-0410,cash,1899799
JRN-029824,2025-04,INV-20-0410,ar,-1899799
JRN-029825,2025-04,COST-INV-20-0410,cogs,1139879
JRN-029825,2025-04,COST-INV-20-0410,cash,-1139879
JRN-029826,2025-04,INV-20-0411,ar,1899799
JRN-029826,2025-04,INV-20-0411,revenue,-1899799
JRN-029827,2025-04,INV-20-0411,cash,1899799
JRN-029827,2025-04,INV-20-0411,ar,-1899799
JRN-029828,2025-04,COST-INV-20-0411,cogs,1139879
JRN-029828,2025-04,COST-INV-20-0411,cash,-1139879
JRN-029829,2025-04,INV-20-0412,ar,1899799
JRN-029829,2025-04,INV-20-0412,revenue,-1899799
JRN-029830,2025-04,INV-20-0412,cash,1899799
JRN-029830,2025-04,INV-20-0412,ar,-1899799
JRN-029831,2025-04,COST-INV-20-0412,cogs,1139879
JRN-029831,2025-04,COST-INV-20-0412,cash,-1139879
JRN-029832,2025-04,INV-20-0413,ar,1899799
JRN-029832,2025-04,INV-20-0413,revenue,-1899799
JRN-029833,2025-04,INV-20-0413,cash,1899799
JRN-029833,2025-04,INV-20-0413,ar,-1899799
JRN-029834,2025-04,COST-INV-20-0413,cogs,1139879
JRN-029834,2025-04,COST-INV-20-0413,cash,-1139879
JRN-029835,2025-04,INV-20-0414,ar,1899799
JRN-029835,2025-04,INV-20-0414,revenue,-1899799
JRN-029836,2025-04,INV-20-0414,cash,1899799
JRN-029836,2025-04,INV-20-0414,ar,-1899799
JRN-029837,2025-04,COST-INV-20-0414,cogs,1139879
JRN-029837,2025-04,COST-INV-20-0414,cash,-1139879
JRN-029838,2025-04,INV-20-0415,ar,1899799
JRN-029838,2025-04,INV-20-0415,revenue,-1899799
JRN-029839,2025-04,INV-20-0415,cash,1899799
JRN-029839,2025-04,INV-20-0415,ar,-1899799
JRN-029840,2025-04,COST-INV-20-0415,cogs,1139879
JRN-029840,2025-04,COST-INV-20-0415,cash,-1139879
JRN-029841,2025-04,INV-20-0416,ar,1899799
JRN-029841,2025-04,INV-20-0416,revenue,-1899799
JRN-029842,2025-04,INV-20-0416,cash,1899799
JRN-029842,2025-04,INV-20-0416,ar,-1899799
JRN-029843,2025-04,COST-INV-20-0416,cogs,1139879
JRN-029843,2025-04,COST-INV-20-0416,cash,-1139879
JRN-029844,2025-04,INV-20-0417,ar,1899799
JRN-029844,2025-04,INV-20-0417,revenue,-1899799
JRN-029845,2025-04,INV-20-0417,cash,1899799
JRN-029845,2025-04,INV-20-0417,ar,-1899799
JRN-029846,2025-04,COST-INV-20-0417,cogs,1139879
JRN-029846,2025-04,COST-INV-20-0417,cash,-1139879
JRN-029847,2025-04,INV-20-0418,ar,1899799
JRN-029847,2025-04,INV-20-0418,revenue,-1899799
JRN-029848,2025-04,INV-20-0418,cash,1899799
JRN-029848,2025-04,INV-20-0418,ar,-1899799
JRN-029849,2025-04,COST-INV-20-0418,cogs,1139879
JRN-029849,2025-04,COST-INV-20-0418,cash,-1139879
JRN-029850,2025-04,INV-20-0419,ar,1899799
JRN-029850,2025-04,INV-20-0419,revenue,-1899799
JRN-029851,2025-04,INV-20-0419,cash,1899799
JRN-029851,2025-04,INV-20-0419,ar,-1899799
JRN-029852,2025-04,COST-INV-20-0419,cogs,1139879
JRN-029852,2025-04,COST-INV-20-0419,cash,-1139879
JRN-029853,2025-04,INV-20-0420,ar,1899799
JRN-029853,2025-04,INV-20-0420,revenue,-1899799
JRN-029854,2025-04,INV-20-0420,cash,1899799
JRN-029854,2025-04,INV-20-0420,ar,-1899799
JRN-029855,2025-04,COST-INV-20-0420,cogs,1139879
JRN-029855,2025-04,COST-INV-20-0420,cash,-1139879
JRN-029856,2025-04,INV-20-0421,ar,1899799
JRN-029856,2025-04,INV-20-0421,revenue,-1899799
JRN-029857,2025-04,INV-20-0421,cash,1899799
JRN-029857,2025-04,INV-20-0421,ar,-1899799
JRN-029858,2025-04,COST-INV-20-0421,cogs,1139879
JRN-029858,2025-04,COST-INV-20-0421,cash,-1139879
JRN-029859,2025-04,INV-20-0422,ar,1899799
JRN-029859,2025-04,INV-20-0422,revenue,-1899799
JRN-029860,2025-04,INV-20-0422,cash,1899799
JRN-029860,2025-04,INV-20-0422,ar,-1899799
JRN-029861,2025-04,COST-INV-20-0422,cogs,1139879
JRN-029861,2025-04,COST-INV-20-0422,cash,-1139879
JRN-029862,2025-04,INV-20-0423,ar,1899799
JRN-029862,2025-04,INV-20-0423,revenue,-1899799
JRN-029863,2025-04,INV-20-0423,cash,1899799
JRN-029863,2025-04,INV-20-0423,ar,-1899799
JRN-029864,2025-04,COST-INV-20-0423,cogs,1139879
JRN-029864,2025-04,COST-INV-20-0423,cash,-1139879
JRN-029865,2025-04,INV-20-0424,ar,1899799
JRN-029865,2025-04,INV-20-0424,revenue,-1899799
JRN-029866,2025-04,INV-20-0424,cash,1899799
JRN-029866,2025-04,INV-20-0424,ar,-1899799
JRN-029867,2025-04,COST-INV-20-0424,cogs,1139879
JRN-029867,2025-04,COST-INV-20-0424,cash,-1139879
JRN-029868,2025-04,INV-20-0425,ar,1899799
JRN-029868,2025-04,INV-20-0425,revenue,-1899799
JRN-029869,2025-04,INV-20-0425,cash,1899799
JRN-029869,2025-04,INV-20-0425,ar,-1899799
JRN-029870,2025-04,COST-INV-20-0425,cogs,1139879
JRN-029870,2025-04,COST-INV-20-0425,cash,-1139879
JRN-029871,2025-04,INV-20-0426,ar,1899799
JRN-029871,2025-04,INV-20-0426,revenue,-1899799
JRN-029872,2025-04,INV-20-0426,cash,1899799
JRN-029872,2025-04,INV-20-0426,ar,-1899799
JRN-029873,2025-04,COST-INV-20-0426,cogs,1139879
JRN-029873,2025-04,COST-INV-20-0426,cash,-1139879
JRN-029874,2025-04,INV-20-0427,ar,1899799
JRN-029874,2025-04,INV-20-0427,revenue,-1899799
JRN-029875,2025-04,INV-20-0427,cash,1899799
JRN-029875,2025-04,INV-20-0427,ar,-1899799
JRN-029876,2025-04,COST-INV-20-0427,cogs,1139879
JRN-029876,2025-04,COST-INV-20-0427,cash,-1139879
JRN-029877,2025-04,INV-20-0428,ar,1899799
JRN-029877,2025-04,INV-20-0428,revenue,-1899799
JRN-029878,2025-04,INV-20-0428,cash,1899799
JRN-029878,2025-04,INV-20-0428,ar,-1899799
JRN-029879,2025-04,COST-INV-20-0428,cogs,1139879
JRN-029879,2025-04,COST-INV-20-0428,cash,-1139879
JRN-029880,2025-04,INV-20-0429,ar,1899799
JRN-029880,2025-04,INV-20-0429,revenue,-1899799
JRN-029881,2025-04,INV-20-0429,cash,1899799
JRN-029881,2025-04,INV-20-0429,ar,-1899799
JRN-029882,2025-04,COST-INV-20-0429,cogs,1139879
JRN-029882,2025-04,COST-INV-20-0429,cash,-1139879
JRN-029883,2025-04,INV-20-0430,ar,1899799
JRN-029883,2025-04,INV-20-0430,revenue,-1899799
JRN-029884,2025-04,INV-20-0430,cash,1899799
JRN-029884,2025-04,INV-20-0430,ar,-1899799
JRN-029885,2025-04,COST-INV-20-0430,cogs,1139879
JRN-029885,2025-04,COST-INV-20-0430,cash,-1139879
JRN-029886,2025-04,INV-20-0431,ar,1899799
JRN-029886,2025-04,INV-20-0431,revenue,-1899799
JRN-029887,2025-04,INV-20-0431,cash,1899799
JRN-029887,2025-04,INV-20-0431,ar,-1899799
JRN-029888,2025-04,COST-INV-20-0431,cogs,1139879
JRN-029888,2025-04,COST-INV-20-0431,cash,-1139879
JRN-029889,2025-04,INV-20-0432,ar,1899799
JRN-029889,2025-04,INV-20-0432,revenue,-1899799
JRN-029890,2025-04,INV-20-0432,cash,1899799
JRN-029890,2025-04,INV-20-0432,ar,-1899799
JRN-029891,2025-04,COST-INV-20-0432,cogs,1139879
JRN-029891,2025-04,COST-INV-20-0432,cash,-1139879
JRN-029892,2025-04,INV-20-0433,ar,1899799
JRN-029892,2025-04,INV-20-0433,revenue,-1899799
JRN-029893,2025-04,INV-20-0433,cash,1899799
JRN-029893,2025-04,INV-20-0433,ar,-1899799
JRN-029894,2025-04,COST-INV-20-0433,cogs,1139879
JRN-029894,2025-04,COST-INV-20-0433,cash,-1139879
JRN-029895,2025-04,INV-20-0434,ar,1899799
JRN-029895,2025-04,INV-20-0434,revenue,-1899799
JRN-029896,2025-04,INV-20-0434,cash,1899799
JRN-029896,2025-04,INV-20-0434,ar,-1899799
JRN-029897,2025-04,COST-INV-20-0434,cogs,1139879
JRN-029897,2025-04,COST-INV-20-0434,cash,-1139879
JRN-029898,2025-04,INV-20-0435,ar,1899799
JRN-029898,2025-04,INV-20-0435,revenue,-1899799
JRN-029899,2025-04,INV-20-0435,cash,1899799
JRN-029899,2025-04,INV-20-0435,ar,-1899799
JRN-029900,2025-04,COST-INV-20-0435,cogs,1139879
JRN-029900,2025-04,COST-INV-20-0435,cash,-1139879
JRN-029901,2025-04,INV-20-0436,ar,1899799
JRN-029901,2025-04,INV-20-0436,revenue,-1899799
JRN-029902,2025-04,INV-20-0436,cash,1899799
JRN-029902,2025-04,INV-20-0436,ar,-1899799
JRN-029903,2025-04,COST-INV-20-0436,cogs,1139879
JRN-029903,2025-04,COST-INV-20-0436,cash,-1139879
JRN-029904,2025-04,INV-20-0437,ar,1899799
JRN-029904,2025-04,INV-20-0437,revenue,-1899799
JRN-029905,2025-04,INV-20-0437,cash,1899799
JRN-029905,2025-04,INV-20-0437,ar,-1899799
JRN-029906,2025-04,COST-INV-20-0437,cogs,1139879
JRN-029906,2025-04,COST-INV-20-0437,cash,-1139879
JRN-029907,2025-04,INV-20-0438,ar,1899799
JRN-029907,2025-04,INV-20-0438,revenue,-1899799
JRN-029908,2025-04,INV-20-0438,cash,1899799
JRN-029908,2025-04,INV-20-0438,ar,-1899799
JRN-029909,2025-04,COST-INV-20-0438,cogs,1139879
JRN-029909,2025-04,COST-INV-20-0438,cash,-1139879
JRN-029910,2025-04,INV-20-0439,ar,1899799
JRN-029910,2025-04,INV-20-0439,revenue,-1899799
JRN-029911,2025-04,INV-20-0439,cash,1899799
JRN-029911,2025-04,INV-20-0439,ar,-1899799
JRN-029912,2025-04,COST-INV-20-0439,cogs,1139879
JRN-029912,2025-04,COST-INV-20-0439,cash,-1139879
JRN-029913,2025-04,INV-20-0440,ar,1899799
JRN-029913,2025-04,INV-20-0440,revenue,-1899799
JRN-029914,2025-04,INV-20-0440,cash,1899799
JRN-029914,2025-04,INV-20-0440,ar,-1899799
JRN-029915,2025-04,COST-INV-20-0440,cogs,1139879
JRN-029915,2025-04,COST-INV-20-0440,cash,-1139879
JRN-029916,2025-04,INV-20-0441,ar,1899799
JRN-029916,2025-04,INV-20-0441,revenue,-1899799
JRN-029917,2025-04,INV-20-0441,cash,1899799
JRN-029917,2025-04,INV-20-0441,ar,-1899799
JRN-029918,2025-04,COST-INV-20-0441,cogs,1139879
JRN-029918,2025-04,COST-INV-20-0441,cash,-1139879
JRN-029919,2025-04,INV-20-0442,ar,1899799
JRN-029919,2025-04,INV-20-0442,revenue,-1899799
JRN-029920,2025-04,INV-20-0442,cash,1899799
JRN-029920,2025-04,INV-20-0442,ar,-1899799
JRN-029921,2025-04,COST-INV-20-0442,cogs,1139879
JRN-029921,2025-04,COST-INV-20-0442,cash,-1139879
JRN-029922,2025-04,INV-20-0443,ar,1899799
JRN-029922,2025-04,INV-20-0443,revenue,-1899799
JRN-029923,2025-04,INV-20-0443,cash,1899799
JRN-029923,2025-04,INV-20-0443,ar,-1899799
JRN-029924,2025-04,COST-INV-20-0443,cogs,1139879
JRN-029924,2025-04,COST-INV-20-0443,cash,-1139879
JRN-029925,2025-04,INV-20-0444,ar,1899799
JRN-029925,2025-04,INV-20-0444,revenue,-1899799
JRN-029926,2025-04,INV-20-0444,cash,1899799
JRN-029926,2025-04,INV-20-0444,ar,-1899799
JRN-029927,2025-04,COST-INV-20-0444,cogs,1139879
JRN-029927,2025-04,COST-INV-20-0444,cash,-1139879
JRN-029928,2025-04,INV-20-0445,ar,1899799
JRN-029928,2025-04,INV-20-0445,revenue,-1899799
JRN-029929,2025-04,INV-20-0445,cash,1899799
JRN-029929,2025-04,INV-20-0445,ar,-1899799
JRN-029930,2025-04,COST-INV-20-0445,cogs,1139879
JRN-029930,2025-04,COST-INV-20-0445,cash,-1139879
JRN-029931,2025-04,INV-20-0446,ar,1899799
JRN-029931,2025-04,INV-20-0446,revenue,-1899799
JRN-029932,2025-04,INV-20-0446,cash,1899799
JRN-029932,2025-04,INV-20-0446,ar,-1899799
JRN-029933,2025-04,COST-INV-20-0446,cogs,1139879
JRN-029933,2025-04,COST-INV-20-0446,cash,-1139879
JRN-029934,2025-04,INV-20-0447,ar,1899799
JRN-029934,2025-04,INV-20-0447,revenue,-1899799
JRN-029935,2025-04,INV-20-0447,cash,1899799
JRN-029935,2025-04,INV-20-0447,ar,-1899799
JRN-029936,2025-04,COST-INV-20-0447,cogs,1139879
JRN-029936,2025-04,COST-INV-20-0447,cash,-1139879
JRN-029937,2025-04,INV-20-0448,ar,1899799
JRN-029937,2025-04,INV-20-0448,revenue,-1899799
JRN-029938,2025-04,INV-20-0448,cash,1899799
JRN-029938,2025-04,INV-20-0448,ar,-1899799
JRN-029939,2025-04,COST-INV-20-0448,cogs,1139879
JRN-029939,2025-04,COST-INV-20-0448,cash,-1139879
JRN-029940,2025-04,INV-20-0449,ar,1899799
JRN-029940,2025-04,INV-20-0449,revenue,-1899799
JRN-029941,2025-04,INV-20-0449,cash,1899799
JRN-029941,2025-04,INV-20-0449,ar,-1899799
