contract_id,customer_id,monthly_cents,currency,start_date,renewal_date,consent_required,service_obligation,transfer_status
CTR-0410,CUS-0410,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0411,CUS-0411,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0412,CUS-0412,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0413,CUS-0413,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0414,CUS-0414,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0415,CUS-0415,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0416,CUS-0416,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0417,CUS-0417,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0418,CUS-0418,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0419,CUS-0419,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0420,CUS-0420,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0421,CUS-0421,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0422,CUS-0422,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0423,CUS-0423,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0424,CUS-0424,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0425,CUS-0425,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0426,CUS-0426,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0427,CUS-0427,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0428,CUS-0428,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0429,CUS-0429,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0430,CUS-0430,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0431,CUS-0431,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0432,CUS-0432,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0433,CUS-0433,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0434,CUS-0434,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0435,CUS-0435,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0436,CUS-0436,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0437,CUS-0437,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0438,CUS-0438,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0439,CUS-0439,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0440,CUS-0440,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0441,CUS-0441,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0442,CUS-0442,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0443,CUS-0443,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0444,CUS-0444,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0445,CUS-0445,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0446,CUS-0446,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0447,CUS-0447,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0448,CUS-0448,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0449,CUS-0449,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0450,CUS-0450,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0451,CUS-0451,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0452,CUS-0452,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0453,CUS-0453,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0454,CUS-0454,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0455,CUS-0455,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0456,CUS-0456,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0457,CUS-0457,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0458,CUS-0458,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0459,CUS-0459,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0460,CUS-0460,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0461,CUS-0461,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0462,CUS-0462,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0463,CUS-0463,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0464,CUS-0464,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0465,CUS-0465,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0466,CUS-0466,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0467,CUS-0467,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0468,CUS-0468,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0469,CUS-0469,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0470,CUS-0470,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0471,CUS-0471,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0472,CUS-0472,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0473,CUS-0473,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0474,CUS-0474,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0475,CUS-0475,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0476,CUS-0476,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0477,CUS-0477,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0478,CUS-0478,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0479,CUS-0479,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0480,CUS-0480,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0481,CUS-0481,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0482,CUS-0482,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0483,CUS-0483,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0484,CUS-0484,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0485,CUS-0485,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0486,CUS-0486,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0487,CUS-0487,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0488,CUS-0488,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0489,CUS-0489,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0490,CUS-0490,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0491,CUS-0491,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0492,CUS-0492,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0493,CUS-0493,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0494,CUS-0494,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0495,CUS-0495,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0496,CUS-0496,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0497,CUS-0497,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0498,CUS-0498,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0499,CUS-0499,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
CTR-0500,CUS-0500,2404809,USD,2023-09-01,2026-09-01,False,monthly deliverable synthetic service; no prepayment,permitted under scenario assumptions
